dyad.id
2020
2040
2041
2042
2055
2070
2090
2091
2092
2093
2095
2100
2101
2130
2135
2140
2155
2200
2220
2225
2230
2255
2265
2290
2300
2305
2310
2315
2325
2339
2345
2350
2355
2360
2365
2380
2437
2450
2520
2600
2620
2625
2630
2640
2645
2651
2652
2663
2666
2678
2680
2700
2710
2713
2731
2740
2770
2800
2811
2816
2850
20041
20092
20220
20230
20235
20255
20310
20325
20345
20360
20365
20375
20390
20620
20645
20700
20710
20731
20740
40042
40051
40053
40054
40056
40057
40058
40101
40220
40255
40325
40482
40490
40520
40551
40560
40600
40651
40740
41042
41160
41200
41210
41220
41255
41310
41325
41355
41360
41740
42101
42220
42255
42325
42740
51055
51091
52101
53055
54055
55056
55057
55058
70090
70093
70200
70220
70230
70255
70325
70740
80090
90091
90092
90093
90200
90230
90255
90325
90740
91092
91093
91255
91325
91740
92093
92255
92325
92740
93094
93100
93255
93300
93310
93325
93355
93360
93740
94095
94255
94325
94740
95130
95255
95325
95731
95740
100101
100130
100135
100140
100200
100220
100255
100325
100365
100710
100731
101110
101155
101200
101210
101220
101255
101325
101365
101740
110115
110140
130135
130230
135140
135145
135155
135230
135255
135740
140145
140150
140160
140200
140220
140255
140325
140365
140620
140740
145150
145155
145160
145230
145255
145325
145740
150160
150200
150255
150740
155160
155200
155220
155230
155255
155325
155740
160165
160200
160220
160255
160345
160365
160385
160452
160645
160713
160740
165200
165255
165385
165740
200210
200220
200225
200230
200235
200240
200255
200265
200290
200300
200305
200310
200315
200325
200329
200339
200345
200350
200355
200360
200365
200368
200375
200380
200385
200390
200395
200500
200552
200600
200620
200630
200640
200645
200651
200652
200663
200666
200670
200678
200700
200710
200713
200730
200731
200740
200800
200850
205230
205255
205345
210211
210220
210255
210345
210365
210620
210645
210700
210710
210731
210740
210850
211255
211265
211300
211345
211365
211490
211620
211645
211710
211731
212255
212345
212620
212710
212731
220230
220235
220245
220255
220265
220267
220271
220290
220300
220310
220315
220325
220327
220329
220339
220344
220345
220350
220355
220365
220368
220437
220481
220484
220490
220500
220520
220540
220560
220581
220600
220616
220620
220625
220630
220640
220645
220651
220660
220663
220666
220670
220700
220710
220731
220740
220800
220900
225255
225345
225666
230235
230255
230300
230325
230345
230365
230411
230600
230615
230620
230645
230700
230710
230731
230732
235255
235300
235345
235365
235433
235434
235438
235484
235490
235510
235551
235553
235620
235700
235710
235750
235850
235900
240255
240280
240325
240390
245255
245280
245325
245380
255267
255269
255271
255273
255275
255290
255300
255305
255310
255315
255325
255339
255345
255350
255355
255360
255365
255366
255367
255368
255375
255380
255385
255390
255450
255530
255560
255620
255630
255640
255645
255651
255670
255700
255710
255740
255800
255900
255920
260265
260290
260315
260365
260395
260713
265315
267280
267325
267390
269280
269325
269390
271280
271325
271390
273280
273325
275280
275325
275390
280300
290315
290345
290365
290366
290368
290620
290645
290713
300325
300327
300329
300332
300337
300339
300345
300350
300360
300365
300390
300640
300710
300740
300800
305310
305315
305325
305345
310315
310325
310344
310345
310360
310365
310620
310900
310920
315355
315360
315365
315713
316345
316620
317345
317620
325327
325329
325339
325345
325350
325355
325360
325365
325368
325380
325390
325530
325560
325620
325630
325640
325645
325651
325670
325710
325750
325800
325900
325920
327329
338652
339343
339345
339350
339355
339620
339640
341620
343345
344345
344346
344349
344620
344850
345346
345347
345349
345350
345355
345360
345365
345366
345368
345369
345372
345373
345375
345380
345385
345390
345395
345600
345640
345663
345696
349620
350355
350365
350620
350640
350645
350700
350710
350731
352640
352651
355360
355365
355560
355620
355640
355666
355705
355900
355920
359365
359369
360365
360369
360620
360640
360900
360920
365366
365367
365368
365369
365372
365373
365375
365380
365385
365390
365433
365452
365625
365630
365640
365645
365663
365666
365698
365700
365705
365710
365713
365730
365732
365740
365770
365800
365812
365817
365840
365900
365920
366620
367620
368370
368411
368620
371373
371630
371640
372373
373630
375900
375920
380620
385390
385620
385900
390620
395620
404433
411481
420433
432435
432436
432439
432615
433435
433645
434436
434475
435600
435615
436483
436645
437438
437450
437475
438450
438451
438452
450451
450475
450740
451452
451475
451645
452461
452490
471475
471481
471482
475483
482483
482484
482500
482540
483500
483517
483620
483625
484490
484540
484600
484651
490500
490516
490517
490540
490551
490552
490560
490620
490626
500501
500510
500517
500540
500551
500552
500565
500600
500625
500651
500666
501510
501520
501530
501651
510516
510552
510560
510620
516517
517540
517552
517565
520530
520552
520620
522531
530531
530625
530710
530731
530740
531625
531679
540551
540552
540560
540600
540651
541552
541553
541560
541572
551552
551553
551560
552553
552560
552571
552580
560570
560571
560572
560710
560731
560740
565571
600615
600645
615666
616620
616645
616666
620625
620640
620651
620663
620666
620694
620696
620698
625626
625645
625651
625666
630640
630645
630651
630666
630670
630680
630690
630692
630694
630696
630698
630700
630740
630750
630770
640645
640651
640652
640666
640700
640710
640731
640740
645651
645652
645663
645666
645670
645690
645692
645694
645696
645698
645740
645770
645771
645900
651663
651666
651670
651740
652660
652663
652666
652670
660666
663666
663678
666670
666690
670678
670679
670680
670694
670740
678680
678698
680698
692694
700701
700702
700703
700704
700705
700770
700900
702703
702704
703704
710712
710713
710731
710732
710740
710750
710760
710770
710775
710790
710800
710811
710812
710816
710817
710820
710840
710850
710900
710920
712740
713731
713740
713775
713816
713817
713840
730740
731732
731740
731800
731840
731900
731920
732740
732811
732816
740800
740840
740850
740900
740910
740920
750770
750771
750775
750780
750790
750910
770775
771775
775800
800811
800812
800816
800820
800850
800900
800920
811812
811816
811817
811840
812816
816817
816820
816840
816850
816900
816920
817840
820830
820840
820850
840850
840986
850900
850910
910940
